企业名称,销售区域,产品名称,销售数量,原价,销售价格,销售额,净利率,销售日期
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,89,200,360.0,32040.0,0.44,2024-01-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,97,400,920.0,89240.0,0.57,2024-01-06
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,155,400,920.0,142600.0,0.57,2024-08-04
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,144,250,500.0,72000.0,0.5,2024-09-17
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,65,150,225.0,14625.0,0.33,2024-01-18
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,23,200,360.0,8280.0,0.44,2024-02-18
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,91,350,735.0,66885.0,0.52,2024-12-22
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,194,400,920.0,178480.0,0.57,2024-12-29
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,79,150,225.0,17775.0,0.33,2024-09-20
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,85,250,500.0,42500.0,0.5,2024-12-28
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,174,350,735.0,127890.0,0.52,2024-02-26
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,137,400,920.0,126040.0,0.57,2024-12-26
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,131,400,920.0,120520.0,0.57,2024-08-10
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,165,200,360.0,59400.0,0.44,2024-03-17
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,80,450,1125.0,90000.0,0.6,2024-06-09
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,54,350,735.0,39690.0,0.52,2024-06-21
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,100,250,500.0,50000.0,0.5,2024-07-31
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,97,200,360.0,34920.0,0.44,2024-12-18
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,39,300,570.0,22230.0,0.47,2024-07-25
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,120,450,1125.0,135000.0,0.6,2024-01-04
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,184,150,225.0,41400.0,0.33,2024-05-07
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,150,300,570.0,85500.0,0.47,2024-11-15
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,182,150,225.0,40950.0,0.33,2024-11-04
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,103,200,360.0,37080.0,0.44,2024-08-29
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,193,400,920.0,177560.0,0.57,2024-10-13
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,71,350,735.0,52185.0,0.52,2024-06-13
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,160,250,500.0,80000.0,0.5,2024-09-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,166,200,360.0,59760.0,0.44,2024-10-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,75,200,360.0,27000.0,0.44,2024-10-28
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,191,450,1125.0,214875.0,0.6,2024-12-06
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,70,450,1125.0,78750.0,0.6,2024-12-04
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,107,200,360.0,38520.0,0.44,2024-12-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,16,350,735.0,11760.0,0.52,2024-11-18
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,92,200,360.0,33120.0,0.44,2024-03-13
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,45,400,920.0,41400.0,0.57,2024-08-10
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,131,350,735.0,96285.0,0.52,2024-05-22
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,94,250,500.0,47000.0,0.5,2024-05-12
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,80,200,360.0,28800.0,0.44,2024-02-18
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,80,400,920.0,73600.0,0.57,2024-06-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,135,300,570.0,76950.0,0.47,2024-01-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,53,400,920.0,48760.0,0.57,2024-07-11
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,91,350,735.0,66885.0,0.52,2024-09-07
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,195,250,500.0,97500.0,0.5,2024-12-24
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,30,400,920.0,27600.0,0.57,2024-06-28
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,146,400,920.0,134320.0,0.57,2024-12-02
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,196,150,225.0,44100.0,0.33,2024-02-24
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,33,300,570.0,18810.0,0.47,2024-01-28
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,15,400,920.0,13800.0,0.57,2024-12-30
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,60,200,360.0,21600.0,0.44,2024-10-25
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,131,150,225.0,29475.0,0.33,2024-07-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,38,300,570.0,21660.0,0.47,2024-02-12
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,133,450,1125.0,149625.0,0.6,2024-04-24
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,123,250,500.0,61500.0,0.5,2024-12-01
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,56,450,1125.0,63000.0,0.6,2024-01-30
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,62,250,500.0,31000.0,0.5,2024-10-12
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,113,150,225.0,25425.0,0.33,2024-12-03
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,181,200,360.0,65160.0,0.44,2024-02-19
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,195,300,570.0,111150.0,0.47,2024-08-16
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,65,300,570.0,37050.0,0.47,2024-11-02
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,160,400,920.0,147200.0,0.57,2024-09-17
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,42,150,225.0,9450.0,0.33,2024-11-18
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,65,200,360.0,23400.0,0.44,2024-09-05
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,73,400,920.0,67160.0,0.57,2024-12-30
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,170,400,920.0,156400.0,0.57,2024-07-08
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,113,400,920.0,103960.0,0.57,2024-11-30
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,71,450,1125.0,79875.0,0.6,2024-08-21
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,122,300,570.0,69540.0,0.47,2024-02-16
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,10,400,920.0,9200.0,0.57,2024-02-12
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,62,200,360.0,22320.0,0.44,2024-02-29
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,85,150,225.0,19125.0,0.33,2024-04-30
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,181,400,920.0,166520.0,0.57,2024-06-23
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,179,400,920.0,164680.0,0.57,2024-06-29
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,189,250,500.0,94500.0,0.5,2024-03-22
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,16,450,1125.0,18000.0,0.6,2024-01-18
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,56,300,570.0,31920.0,0.47,2024-07-14
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,187,450,1125.0,210375.0,0.6,2024-06-15
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,151,350,735.0,110985.0,0.52,2024-09-16
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,195,450,1125.0,219375.0,0.6,2024-08-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,151,200,360.0,54360.0,0.44,2024-10-12
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,162,200,360.0,58320.0,0.44,2024-01-25
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,149,350,735.0,109515.0,0.52,2024-08-08
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,11,350,735.0,8085.0,0.52,2024-02-28
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,49,400,920.0,45080.0,0.57,2024-06-01
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,143,450,1125.0,160875.0,0.6,2024-05-16
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,197,250,500.0,98500.0,0.5,2024-07-17
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,162,250,500.0,81000.0,0.5,2024-05-06
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,87,400,920.0,80040.0,0.57,2024-01-20
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,190,450,1125.0,213750.0,0.6,2024-11-08
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,126,450,1125.0,141750.0,0.6,2024-03-01
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,114,350,735.0,83790.0,0.52,2024-07-09
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,153,250,500.0,76500.0,0.5,2024-11-01
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,83,200,360.0,29880.0,0.44,2024-08-17
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,48,200,360.0,17280.0,0.44,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,175,150,225.0,39375.0,0.33,2024-02-18
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,33,450,1125.0,37125.0,0.6,2024-06-23
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,62,300,570.0,35340.0,0.47,2024-05-11
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,169,450,1125.0,190125.0,0.6,2024-10-21
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,170,450,1125.0,191250.0,0.6,2024-12-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,177,350,735.0,130095.0,0.52,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,13,400,920.0,11960.0,0.57,2024-01-27
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,110,400,920.0,101200.0,0.57,2024-03-31
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,134,250,500.0,67000.0,0.5,2024-05-02
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,84,350,735.0,61740.0,0.52,2024-10-05
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,22,450,1125.0,24750.0,0.6,2024-04-04
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,55,150,225.0,12375.0,0.33,2024-07-24
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,11,150,225.0,2475.0,0.33,2024-12-30
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,147,450,1125.0,165375.0,0.6,2024-08-07
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,96,350,735.0,70560.0,0.52,2024-03-31
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,164,450,1125.0,184500.0,0.6,2024-04-16
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,35,150,225.0,7875.0,0.33,2024-07-08
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,106,300,570.0,60420.0,0.47,2024-10-27
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,16,350,735.0,11760.0,0.52,2024-12-13
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,135,150,225.0,30375.0,0.33,2024-03-08
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,165,300,570.0,94050.0,0.47,2024-09-20
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,172,400,920.0,158240.0,0.57,2024-01-13
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,37,350,735.0,27195.0,0.52,2024-09-30
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,66,200,360.0,23760.0,0.44,2024-10-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,46,400,920.0,42320.0,0.57,2024-07-26
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,189,450,1125.0,212625.0,0.6,2024-06-18
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,166,200,360.0,59760.0,0.44,2024-12-26
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,95,350,735.0,69825.0,0.52,2024-03-30
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,36,250,500.0,18000.0,0.5,2024-12-12
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,163,250,500.0,81500.0,0.5,2024-11-24
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,153,150,225.0,34425.0,0.33,2024-06-12
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,21,150,225.0,4725.0,0.33,2024-06-02
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,177,300,570.0,100890.0,0.47,2024-06-25
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,142,400,920.0,130640.0,0.57,2024-07-15
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,75,200,360.0,27000.0,0.44,2024-08-08
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,25,300,570.0,14250.0,0.47,2024-04-14
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,105,250,500.0,52500.0,0.5,2024-08-21
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,61,250,500.0,30500.0,0.5,2024-01-01
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,16,150,225.0,3600.0,0.33,2024-09-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,87,300,570.0,49590.0,0.47,2024-11-13
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,138,450,1125.0,155250.0,0.6,2024-06-23
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,18,200,360.0,6480.0,0.44,2024-03-13
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,71,200,360.0,25560.0,0.44,2024-12-05
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,98,300,570.0,55860.0,0.47,2024-07-03
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,68,400,920.0,62560.0,0.57,2024-08-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,47,400,920.0,43240.0,0.57,2024-08-11
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,134,150,225.0,30150.0,0.33,2024-05-01
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,160,450,1125.0,180000.0,0.6,2024-07-07
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,179,400,920.0,164680.0,0.57,2024-03-29
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,69,200,360.0,24840.0,0.44,2024-09-08
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,94,350,735.0,69090.0,0.52,2024-04-30
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,105,450,1125.0,118125.0,0.6,2024-08-12
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,138,200,360.0,49680.0,0.44,2024-02-22
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,196,200,360.0,70560.0,0.44,2024-01-27
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,20,450,1125.0,22500.0,0.6,2024-10-04
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,10,300,570.0,5700.0,0.47,2024-08-26
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,50,250,500.0,25000.0,0.5,2024-11-20
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,161,300,570.0,91770.0,0.47,2024-11-18
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,24,450,1125.0,27000.0,0.6,2024-12-23
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,15,400,920.0,13800.0,0.57,2024-03-16
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,13,150,225.0,2925.0,0.33,2024-01-15
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,148,450,1125.0,166500.0,0.6,2024-08-07
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,99,250,500.0,49500.0,0.5,2024-08-07
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,36,450,1125.0,40500.0,0.6,2024-09-01
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,58,200,360.0,20880.0,0.44,2024-11-18
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,51,300,570.0,29070.0,0.47,2024-08-19
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,135,400,920.0,124200.0,0.57,2024-05-21
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,137,150,225.0,30825.0,0.33,2024-08-25
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,19,400,920.0,17480.0,0.57,2024-07-22
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,135,150,225.0,30375.0,0.33,2024-10-22
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,11,450,1125.0,12375.0,0.6,2024-03-01
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,91,450,1125.0,102375.0,0.6,2024-08-28
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,190,300,570.0,108300.0,0.47,2024-12-03
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,138,200,360.0,49680.0,0.44,2024-10-31
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,162,350,735.0,119070.0,0.52,2024-05-26
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,191,300,570.0,108870.0,0.47,2024-11-10
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,179,300,570.0,102030.0,0.47,2024-01-18
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,132,400,920.0,121440.0,0.57,2024-02-03
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,30,450,1125.0,33750.0,0.6,2024-12-20
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,68,450,1125.0,76500.0,0.6,2024-10-17
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,182,400,920.0,167440.0,0.57,2024-05-13
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,40,150,225.0,9000.0,0.33,2024-04-10
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,111,200,360.0,39960.0,0.44,2024-11-16
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,154,200,360.0,55440.0,0.44,2024-10-30
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,180,450,1125.0,202500.0,0.6,2024-03-12
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,128,400,920.0,117760.0,0.57,2024-09-28
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,88,150,225.0,19800.0,0.33,2024-06-12
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,62,200,360.0,22320.0,0.44,2024-05-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,164,200,360.0,59040.0,0.44,2024-01-27
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,71,350,735.0,52185.0,0.52,2024-03-20
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,47,250,500.0,23500.0,0.5,2024-06-03
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,42,400,920.0,38640.0,0.57,2024-03-20
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,198,150,225.0,44550.0,0.33,2024-01-31
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,126,250,500.0,63000.0,0.5,2024-09-21
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,165,350,735.0,121275.0,0.52,2024-12-19
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,122,450,1125.0,137250.0,0.6,2024-06-26
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,144,150,225.0,32400.0,0.33,2024-05-01
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,118,150,225.0,26550.0,0.33,2024-03-05
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,23,400,920.0,21160.0,0.57,2024-08-18
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,136,400,920.0,125120.0,0.57,2024-05-05
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,99,200,360.0,35640.0,0.44,2024-04-26
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,39,200,360.0,14040.0,0.44,2024-11-29
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,160,450,1125.0,180000.0,0.6,2024-01-30
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,59,300,570.0,33630.0,0.47,2024-07-25
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,190,400,920.0,174800.0,0.57,2024-11-22
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,168,350,735.0,123480.0,0.52,2024-01-25
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,124,250,500.0,62000.0,0.5,2024-11-09
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,174,300,570.0,99180.0,0.47,2024-10-30
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,157,250,500.0,78500.0,0.5,2024-03-25
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,55,300,570.0,31350.0,0.47,2024-04-26
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,167,400,920.0,153640.0,0.57,2024-04-07
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,169,300,570.0,96330.0,0.47,2024-08-03
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,82,400,920.0,75440.0,0.57,2024-05-27
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,33,150,225.0,7425.0,0.33,2024-02-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,197,200,360.0,70920.0,0.44,2024-10-12
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,102,250,500.0,51000.0,0.5,2024-07-16
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,181,300,570.0,103170.0,0.47,2024-04-08
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,99,250,500.0,49500.0,0.5,2024-12-19
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,75,250,500.0,37500.0,0.5,2024-04-30
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,189,350,735.0,138915.0,0.52,2024-10-09
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,187,200,360.0,67320.0,0.44,2024-12-25
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,33,200,360.0,11880.0,0.44,2024-05-23
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,140,450,1125.0,157500.0,0.6,2024-09-12
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,76,150,225.0,17100.0,0.33,2024-05-21
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,197,150,225.0,44325.0,0.33,2024-12-20
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,161,300,570.0,91770.0,0.47,2024-03-27
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,65,150,225.0,14625.0,0.33,2024-10-13
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,32,400,920.0,29440.0,0.57,2024-03-06
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,32,150,225.0,7200.0,0.33,2024-04-23
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,66,150,225.0,14850.0,0.33,2024-07-01
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,68,150,225.0,15300.0,0.33,2024-05-31
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,68,250,500.0,34000.0,0.5,2024-01-19
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,56,200,360.0,20160.0,0.44,2024-08-06
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,147,200,360.0,52920.0,0.44,2024-10-13
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,136,350,735.0,99960.0,0.52,2024-10-18
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,137,300,570.0,78090.0,0.47,2024-01-29
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,54,350,735.0,39690.0,0.52,2024-02-09
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,17,350,735.0,12495.0,0.52,2024-03-19
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,129,150,225.0,29025.0,0.33,2024-11-21
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,104,300,570.0,59280.0,0.47,2024-09-11
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,83,400,920.0,76360.0,0.57,2024-06-08
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,33,400,920.0,30360.0,0.57,2024-07-08
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,162,450,1125.0,182250.0,0.6,2024-03-11
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,97,450,1125.0,109125.0,0.6,2024-03-25
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,177,300,570.0,100890.0,0.47,2024-06-29
铜仁玻璃有限公司,贵州省铜仁市,双层玻璃,11,400,920.0,10120.0,0.57,2024-12-03
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,191,250,500.0,95500.0,0.5,2024-08-11
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,61,300,570.0,34770.0,0.47,2024-04-17
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,126,450,1125.0,141750.0,0.6,2024-03-15
铜仁玻璃有限公司,贵州省铜仁市,夹层玻璃,104,350,735.0,76440.0,0.52,2024-03-08
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,178,200,360.0,64080.0,0.44,2024-01-05
铜仁玻璃有限公司,贵州省铜仁市,低辐射玻璃,160,450,1125.0,180000.0,0.6,2024-07-06
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,159,300,570.0,90630.0,0.47,2024-02-18
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,78,200,360.0,28080.0,0.44,2024-02-14
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,91,250,500.0,45500.0,0.5,2024-05-07
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,136,200,360.0,48960.0,0.44,2024-08-31
铜仁玻璃有限公司,贵州省铜仁市,单片玻璃,139,150,225.0,31275.0,0.33,2024-03-02
铜仁玻璃有限公司,贵州省铜仁市,钢化玻璃,32,200,360.0,11520.0,0.44,2024-06-30
铜仁玻璃有限公司,贵州省铜仁市,彩色玻璃,91,300,570.0,51870.0,0.47,2024-04-22
铜仁玻璃有限公司,贵州省铜仁市,隔热玻璃,176,250,500.0,88000.0,0.5,2024-03-05
