订单ID,客户ID,产品名称,销售数量,单价,销售日期,销售区域,总金额
ORD1055,CUST102,玻璃雕刻,44,500,2024-03-04,东北,22000
ORD1087,CUST102,玻璃打磨,14,582,2024-03-02,华南,8148
ORD1070,CUST114,玻璃雕刻,51,556,2024-02-24,华北,28356
ORD1004,CUST193,玻璃打磨,55,711,2024-10-30,华南,39105
ORD1046,CUST126,玻璃雕刻,22,863,2024-03-11,东北,18986
ORD1026,CUST125,玻璃切割,45,447,2024-05-04,西南,20115
ORD1082,CUST190,玻璃雕刻,34,416,2024-11-15,华北,14144
ORD1024,CUST119,玻璃切割,8,285,2024-04-03,西南,2280
ORD1034,CUST179,玻璃雕刻,69,805,2024-05-11,华北,55545
ORD1012,CUST132,玻璃抛光,75,301,2024-04-02,东北,22575
ORD1055,CUST184,玻璃雕刻,77,462,2024-01-29,华南,35574
ORD1086,CUST177,玻璃雕刻,80,890,2024-07-14,华东,71200
ORD1097,CUST146,玻璃雕刻,80,348,2024-04-08,华南,27840
ORD1068,CUST173,玻璃抛光,57,723,2024-10-26,华南,41211
ORD1057,CUST158,玻璃雕刻,38,244,2024-09-09,西南,9272
ORD1072,CUST102,玻璃雕刻,63,150,2024-08-03,华北,9450
ORD1098,CUST114,玻璃雕刻,29,712,2024-03-04,西南,20648
ORD1042,CUST173,玻璃切割,45,619,2024-03-29,华南,27855
ORD1075,CUST147,玻璃打磨,100,181,2024-07-28,西南,18100
ORD1076,CUST101,玻璃打磨,81,138,2024-11-12,华南,11178
ORD1033,CUST171,玻璃切割,93,126,2024-03-29,东北,11718
ORD1099,CUST140,玻璃雕刻,7,465,2024-02-08,华东,3255
ORD1055,CUST104,玻璃雕刻,77,530,2024-11-26,华南,40810
ORD1055,CUST178,玻璃切割,98,503,2024-05-19,东北,49294
ORD1034,CUST150,玻璃抛光,44,330,2024-02-15,华东,14520
ORD1008,CUST125,玻璃雕刻,50,814,2024-12-30,华东,40700
ORD1032,CUST190,玻璃切割,23,609,2024-09-01,华东,14007
ORD1058,CUST195,玻璃打磨,67,245,2024-03-30,东北,16415
ORD1022,CUST132,玻璃打磨,45,329,2024-05-08,华南,14805
ORD1033,CUST191,玻璃雕刻,45,764,2024-03-27,西南,34380
ORD1003,CUST138,玻璃切割,89,681,2024-03-26,华北,60609
ORD1007,CUST100,玻璃雕刻,50,799,2024-10-30,华北,39950
ORD1027,CUST193,玻璃打磨,48,890,2024-12-11,西南,42720
ORD1002,CUST194,玻璃雕刻,92,794,2024-01-29,华东,73048
ORD1063,CUST118,玻璃抛光,37,620,2024-04-04,东北,22940
ORD1008,CUST113,玻璃雕刻,71,709,2024-02-09,东北,50339
ORD1099,CUST182,玻璃抛光,70,464,2024-02-23,华南,32480
ORD1044,CUST190,玻璃抛光,42,839,2024-06-17,华北,35238
ORD1001,CUST138,玻璃雕刻,50,1000,2024-06-03,华东,50000
ORD1005,CUST121,玻璃雕刻,77,606,2024-03-20,华北,46662
ORD1036,CUST131,玻璃切割,17,969,2024-03-30,华南,16473
ORD1031,CUST127,玻璃雕刻,1,746,2024-02-22,东北,746
ORD1062,CUST185,玻璃雕刻,34,781,2024-11-29,华东,26554
ORD1006,CUST160,玻璃切割,31,545,2024-05-14,华南,16895
ORD1014,CUST128,玻璃雕刻,96,408,2024-12-13,东北,39168
ORD1023,CUST149,玻璃雕刻,59,582,2024-05-26,华东,34338
ORD1081,CUST116,玻璃雕刻,10,240,2024-06-13,西南,2400
ORD1058,CUST166,玻璃雕刻,38,401,2024-08-19,华北,15238
ORD1004,CUST111,玻璃抛光,82,487,2024-05-04,西南,39934
ORD1083,CUST144,玻璃雕刻,57,117,2024-10-12,华北,6669
ORD1079,CUST164,玻璃雕刻,24,778,2024-12-03,华北,18672
ORD1035,CUST121,玻璃雕刻,68,201,2024-08-03,西南,13668
ORD1006,CUST105,玻璃打磨,38,351,2024-07-16,东北,13338
ORD1081,CUST180,玻璃雕刻,89,892,2024-10-16,华北,79388
ORD1093,CUST128,玻璃雕刻,75,451,2024-09-28,华东,33825
ORD1008,CUST152,玻璃打磨,47,645,2024-06-21,东北,30315
ORD1060,CUST143,玻璃切割,29,171,2024-03-14,华南,4959
ORD1020,CUST109,玻璃切割,87,118,2024-08-11,华北,10266
ORD1045,CUST148,玻璃打磨,53,859,2024-04-29,华东,45527
ORD1099,CUST132,玻璃雕刻,3,764,2024-08-07,西南,2292
ORD1019,CUST110,玻璃雕刻,97,408,2024-08-14,西南,39576
ORD1035,CUST150,玻璃抛光,6,506,2024-06-14,东北,3036
ORD1093,CUST138,玻璃打磨,83,473,2024-01-28,西南,39259
ORD1070,CUST160,玻璃切割,90,862,2024-10-24,华南,77580
ORD1057,CUST170,玻璃切割,55,970,2024-10-25,华东,53350
ORD1059,CUST176,玻璃打磨,41,747,2024-12-21,华北,30627
ORD1054,CUST108,玻璃雕刻,68,261,2024-07-09,华南,17748
ORD1013,CUST139,玻璃打磨,16,113,2024-07-28,西南,1808
ORD1090,CUST196,玻璃打磨,77,261,2024-03-18,华东,20097
ORD1073,CUST117,玻璃切割,18,894,2024-12-17,华东,16092
ORD1096,CUST181,玻璃打磨,63,173,2024-09-18,华南,10899
ORD1039,CUST121,玻璃切割,24,890,2024-10-02,华东,21360
ORD1033,CUST135,玻璃抛光,77,235,2024-07-14,华南,18095
ORD1092,CUST120,玻璃雕刻,71,988,2024-02-09,华北,70148
ORD1094,CUST159,玻璃切割,55,404,2024-07-15,华北,22220
ORD1080,CUST154,玻璃雕刻,60,592,2024-02-20,西南,35520
ORD1090,CUST132,玻璃打磨,16,353,2024-06-13,东北,5648
ORD1053,CUST112,玻璃雕刻,88,216,2024-10-25,西南,19008
ORD1081,CUST149,玻璃打磨,30,106,2024-01-31,华北,3180
ORD1039,CUST156,玻璃雕刻,6,224,2025-01-01,华北,1344
ORD1044,CUST195,玻璃雕刻,100,148,2024-11-30,华北,14800
ORD1070,CUST148,玻璃雕刻,20,164,2024-08-01,华北,3280
ORD1002,CUST163,玻璃雕刻,79,660,2024-10-07,西南,52140
ORD1066,CUST178,玻璃雕刻,71,594,2024-09-03,东北,42174
ORD1000,CUST197,玻璃打磨,20,832,2024-05-30,华北,16640
ORD1001,CUST126,玻璃雕刻,53,528,2024-02-25,西南,27984
ORD1006,CUST112,玻璃雕刻,16,643,2024-12-12,华南,10288
ORD1044,CUST181,玻璃打磨,98,798,2024-12-27,东北,78204
ORD1032,CUST161,玻璃雕刻,10,111,2024-07-27,华南,1110
ORD1069,CUST165,玻璃抛光,22,425,2024-05-01,西南,9350
ORD1030,CUST175,玻璃打磨,88,884,2024-05-17,华南,77792
ORD1043,CUST148,玻璃雕刻,77,730,2024-04-27,东北,56210
ORD1036,CUST104,玻璃雕刻,52,524,2024-11-05,西南,27248
ORD1047,CUST126,玻璃打磨,92,744,2024-05-08,东北,68448
ORD1025,CUST128,玻璃雕刻,98,679,2024-01-27,西南,66542
ORD1025,CUST139,玻璃抛光,8,721,2024-09-27,华南,5768
ORD1067,CUST125,玻璃切割,62,856,2024-09-26,东北,53072
ORD1063,CUST165,玻璃雕刻,44,430,2024-06-26,西南,18920
ORD1022,CUST191,玻璃打磨,34,484,2024-06-16,东北,16456
ORD1041,CUST125,玻璃打磨,53,424,2024-11-16,西南,22472
ORD1099,CUST161,玻璃打磨,38,461,2024-04-17,华北,17518
ORD1006,CUST143,玻璃雕刻,67,552,2024-12-20,西南,36984
ORD1070,CUST197,玻璃雕刻,44,368,2024-06-29,华北,16192
ORD1063,CUST164,玻璃切割,15,147,2024-12-25,东北,2205
ORD1014,CUST171,玻璃雕刻,76,704,2024-10-24,东北,53504
ORD1031,CUST187,玻璃抛光,84,203,2024-11-17,华南,17052
ORD1014,CUST150,玻璃抛光,17,407,2024-04-18,华南,6919
ORD1042,CUST179,玻璃抛光,77,1000,2024-06-17,华北,77000
ORD1078,CUST158,玻璃雕刻,35,920,2024-09-28,西南,32200
ORD1015,CUST148,玻璃雕刻,1,691,2024-05-11,华北,691
ORD1034,CUST101,玻璃切割,74,564,2024-07-09,西南,41736
ORD1082,CUST128,玻璃抛光,33,769,2024-07-06,华南,25377
ORD1070,CUST119,玻璃打磨,100,250,2024-10-12,华北,25000
ORD1031,CUST198,玻璃切割,60,451,2024-02-06,华南,27060
ORD1059,CUST157,玻璃雕刻,71,101,2024-09-20,华北,7171
ORD1076,CUST120,玻璃切割,85,612,2024-01-29,华南,52020
ORD1096,CUST191,玻璃打磨,25,552,2024-10-07,华北,13800
ORD1097,CUST181,玻璃雕刻,53,172,2024-04-11,华北,9116
ORD1082,CUST179,玻璃抛光,92,591,2024-07-04,华北,54372
ORD1004,CUST143,玻璃雕刻,51,883,2024-04-08,华东,45033
ORD1070,CUST137,玻璃雕刻,37,242,2024-01-13,华南,8954
ORD1002,CUST163,玻璃切割,17,506,2024-01-24,华东,8602
ORD1097,CUST185,玻璃切割,84,909,2024-09-22,西南,76356
ORD1099,CUST180,玻璃抛光,83,718,2024-11-09,华东,59594
ORD1048,CUST109,玻璃雕刻,91,439,2024-07-12,西南,39949
ORD1092,CUST126,玻璃打磨,62,121,2024-03-02,华东,7502
ORD1064,CUST180,玻璃抛光,50,936,2024-05-20,华北,46800
ORD1020,CUST158,玻璃打磨,76,791,2024-01-07,华东,60116
ORD1060,CUST130,玻璃雕刻,67,154,2024-04-26,华北,10318
ORD1039,CUST198,玻璃雕刻,83,166,2024-07-25,华东,13778
ORD1044,CUST162,玻璃抛光,55,712,2024-03-24,华北,39160
ORD1069,CUST177,玻璃切割,98,634,2024-07-29,华东,62132
ORD1084,CUST138,玻璃雕刻,99,397,2024-08-29,西南,39303
ORD1070,CUST168,玻璃切割,96,608,2024-12-22,华东,58368
ORD1088,CUST111,玻璃打磨,84,984,2024-02-25,华东,82656
ORD1053,CUST161,玻璃切割,37,673,2024-11-03,东北,24901
ORD1078,CUST156,玻璃雕刻,20,928,2024-09-14,西南,18560
ORD1008,CUST172,玻璃切割,81,223,2024-11-18,西南,18063
ORD1099,CUST152,玻璃切割,36,821,2024-05-11,华北,29556
ORD1008,CUST180,玻璃雕刻,2,566,2024-01-24,华北,1132
ORD1017,CUST148,玻璃雕刻,65,1000,2024-01-13,华东,65000
ORD1020,CUST116,玻璃雕刻,84,874,2024-10-25,华南,73416
ORD1044,CUST184,玻璃雕刻,73,504,2024-08-25,华北,36792
ORD1022,CUST151,玻璃打磨,9,909,2024-03-01,华北,8181
ORD1077,CUST117,玻璃雕刻,41,625,2024-03-01,华东,25625
ORD1019,CUST122,玻璃抛光,85,273,2024-03-31,华北,23205
ORD1027,CUST174,玻璃打磨,4,585,2024-10-21,华北,2340
ORD1050,CUST189,玻璃切割,31,510,2024-06-28,西南,15810
ORD1068,CUST120,玻璃抛光,65,155,2024-10-11,华北,10075
ORD1047,CUST146,玻璃抛光,10,656,2024-04-27,华南,6560
ORD1043,CUST184,玻璃切割,28,535,2024-08-13,华东,14980
ORD1017,CUST149,玻璃雕刻,19,775,2024-09-20,华北,14725
ORD1063,CUST118,玻璃抛光,36,981,2024-05-02,西南,35316
ORD1070,CUST166,玻璃雕刻,23,385,2024-10-23,华北,8855
ORD1089,CUST139,玻璃打磨,62,398,2024-01-17,东北,24676
ORD1035,CUST102,玻璃打磨,62,886,2024-03-02,华北,54932
ORD1024,CUST196,玻璃雕刻,39,231,2024-11-12,华东,9009
ORD1097,CUST151,玻璃打磨,75,268,2024-06-02,华东,20100
ORD1092,CUST180,玻璃雕刻,8,983,2024-03-29,华南,7864
ORD1081,CUST130,玻璃抛光,21,188,2024-09-27,华南,3948
ORD1051,CUST156,玻璃切割,13,397,2024-05-18,华南,5161
ORD1044,CUST195,玻璃雕刻,55,535,2024-10-29,华南,29425
ORD1083,CUST107,玻璃抛光,9,837,2024-06-17,华南,7533
ORD1072,CUST170,玻璃雕刻,11,886,2024-07-30,华南,9746
ORD1025,CUST118,玻璃雕刻,11,935,2024-12-20,华南,10285
ORD1000,CUST105,玻璃抛光,4,154,2024-10-23,华南,616
ORD1021,CUST178,玻璃切割,95,118,2024-07-07,华东,11210
ORD1033,CUST179,玻璃抛光,65,544,2024-04-19,华北,35360
ORD1055,CUST105,玻璃抛光,61,509,2024-11-21,西南,31049
ORD1050,CUST125,玻璃打磨,59,688,2024-11-20,华南,40592
ORD1018,CUST181,玻璃抛光,52,476,2024-09-24,西南,24752
ORD1025,CUST122,玻璃雕刻,62,782,2024-02-09,华南,48484
ORD1054,CUST159,玻璃打磨,33,132,2024-09-28,华东,4356
ORD1069,CUST189,玻璃打磨,55,844,2024-08-23,西南,46420
ORD1004,CUST132,玻璃雕刻,62,849,2024-06-26,东北,52638
ORD1017,CUST112,玻璃雕刻,33,178,2024-08-25,西南,5874
ORD1078,CUST106,玻璃雕刻,61,320,2024-02-17,西南,19520
ORD1037,CUST103,玻璃雕刻,10,794,2024-09-09,西南,7940
ORD1023,CUST197,玻璃雕刻,93,457,2024-04-27,东北,42501
ORD1042,CUST109,玻璃抛光,4,247,2024-09-06,东北,988
ORD1076,CUST181,玻璃雕刻,52,267,2024-06-09,华南,13884
ORD1016,CUST125,玻璃抛光,17,198,2024-06-02,华东,3366
ORD1043,CUST163,玻璃抛光,76,251,2024-05-10,华东,19076
ORD1009,CUST188,玻璃雕刻,28,915,2024-02-20,华南,25620
ORD1005,CUST155,玻璃雕刻,35,117,2024-10-08,华南,4095
ORD1020,CUST170,玻璃切割,17,850,2024-01-08,西南,14450
ORD1011,CUST163,玻璃雕刻,41,115,2024-04-13,东北,4715
ORD1069,CUST167,玻璃雕刻,82,488,2024-06-23,西南,40016
ORD1037,CUST136,玻璃打磨,1,554,2024-12-22,华东,554
ORD1052,CUST175,玻璃抛光,33,839,2024-04-17,西南,27687
ORD1045,CUST120,玻璃雕刻,52,802,2024-02-07,华北,41704
ORD1050,CUST154,玻璃打磨,42,887,2024-09-18,华北,37254
ORD1053,CUST161,玻璃雕刻,60,923,2024-10-09,华东,55380
ORD1038,CUST149,玻璃打磨,66,787,2024-03-25,华北,51942
ORD1046,CUST161,玻璃抛光,28,577,2024-04-01,华南,16156
ORD1017,CUST108,玻璃抛光,62,675,2024-06-18,西南,41850
ORD1037,CUST122,玻璃雕刻,27,143,2024-02-02,华东,3861
ORD1031,CUST107,玻璃切割,95,108,2024-05-09,华东,10260
ORD1071,CUST113,玻璃雕刻,43,128,2024-06-21,东北,5504
ORD1085,CUST177,玻璃切割,45,217,2024-01-12,华北,9765
ORD1062,CUST182,玻璃雕刻,97,289,2024-03-30,华北,28033
ORD1006,CUST136,玻璃雕刻,62,951,2024-01-05,华北,58962
ORD1084,CUST115,玻璃打磨,67,777,2024-11-13,东北,52059
ORD1057,CUST142,玻璃雕刻,98,271,2024-04-27,华南,26558
ORD1052,CUST165,玻璃雕刻,85,628,2024-05-28,东北,53380
ORD1000,CUST173,玻璃抛光,50,172,2024-09-08,西南,8600
ORD1091,CUST102,玻璃抛光,71,348,2024-01-01,东北,24708
ORD1063,CUST189,玻璃雕刻,53,348,2024-04-04,东北,18444
ORD1025,CUST146,玻璃雕刻,28,963,2024-04-28,东北,26964
ORD1089,CUST167,玻璃雕刻,96,726,2024-09-07,华南,69696
ORD1006,CUST117,玻璃抛光,47,181,2024-08-08,西南,8507
ORD1046,CUST124,玻璃雕刻,3,105,2024-03-07,华东,315
ORD1034,CUST121,玻璃雕刻,93,524,2024-12-22,华东,48732
ORD1032,CUST137,玻璃抛光,45,110,2024-06-29,东北,4950
ORD1052,CUST184,玻璃雕刻,18,733,2024-12-09,华北,13194
ORD1042,CUST193,玻璃打磨,91,937,2024-07-18,西南,85267
ORD1092,CUST102,玻璃切割,53,268,2024-09-28,华南,14204
ORD1032,CUST121,玻璃打磨,35,331,2024-05-28,西南,11585
ORD1045,CUST146,玻璃切割,63,163,2024-06-19,西南,10269
ORD1076,CUST110,玻璃抛光,67,440,2024-11-09,华南,29480
ORD1092,CUST140,玻璃打磨,83,837,2024-11-21,西南,69471
ORD1092,CUST138,玻璃切割,15,326,2024-04-13,华南,4890
ORD1098,CUST131,玻璃抛光,81,131,2024-07-10,东北,10611
ORD1068,CUST134,玻璃打磨,54,862,2024-05-09,华南,46548
ORD1090,CUST172,玻璃雕刻,64,116,2024-10-03,华北,7424
ORD1049,CUST184,玻璃打磨,65,140,2024-10-06,东北,9100
ORD1047,CUST102,玻璃抛光,14,597,2024-03-22,华北,8358
ORD1021,CUST194,玻璃打磨,21,495,2024-12-27,华东,10395
ORD1017,CUST143,玻璃切割,2,866,2024-06-20,东北,1732
ORD1039,CUST110,玻璃打磨,30,887,2024-05-12,华北,26610
ORD1013,CUST115,玻璃雕刻,6,296,2024-10-15,华北,1776
ORD1044,CUST148,玻璃抛光,91,543,2024-10-13,华南,49413
ORD1079,CUST198,玻璃雕刻,43,785,2024-08-15,东北,33755
ORD1049,CUST193,玻璃打磨,87,237,2024-02-18,华东,20619
ORD1063,CUST188,玻璃雕刻,3,533,2024-07-05,东北,1599
ORD1070,CUST116,玻璃雕刻,85,728,2024-09-11,华南,61880
ORD1057,CUST102,玻璃抛光,62,574,2024-12-19,西南,35588
ORD1024,CUST174,玻璃抛光,55,246,2024-12-23,华北,13530
ORD1027,CUST111,玻璃雕刻,96,404,2024-05-08,华东,38784
ORD1055,CUST144,玻璃抛光,26,707,2024-04-03,华南,18382
ORD1053,CUST138,玻璃雕刻,53,586,2024-11-08,华东,31058
ORD1016,CUST164,玻璃雕刻,54,414,2024-01-31,东北,22356
ORD1071,CUST158,玻璃雕刻,75,571,2024-01-01,华南,42825
ORD1034,CUST186,玻璃打磨,10,605,2024-10-13,东北,6050
ORD1028,CUST191,玻璃切割,6,785,2024-05-06,华北,4710
ORD1058,CUST166,玻璃雕刻,11,666,2024-06-25,东北,7326
ORD1065,CUST162,玻璃切割,90,427,2024-01-14,西南,38430
ORD1046,CUST105,玻璃切割,23,518,2024-10-08,西南,11914
ORD1050,CUST122,玻璃切割,11,121,2024-09-18,华南,1331
ORD1042,CUST173,玻璃切割,24,384,2024-10-31,华南,9216
ORD1018,CUST182,玻璃抛光,55,138,2024-11-09,西南,7590
ORD1069,CUST196,玻璃切割,35,639,2024-02-08,东北,22365
ORD1070,CUST137,玻璃打磨,40,383,2024-02-04,西南,15320
ORD1057,CUST121,玻璃打磨,99,699,2024-12-05,西南,69201
ORD1055,CUST151,玻璃雕刻,6,398,2024-07-09,东北,2388
ORD1025,CUST131,玻璃雕刻,42,144,2024-01-12,西南,6048
ORD1024,CUST193,玻璃雕刻,12,964,2024-03-08,华南,11568
ORD1009,CUST106,玻璃打磨,41,493,2024-03-29,华北,20213
ORD1077,CUST181,玻璃抛光,57,446,2024-07-22,西南,25422
ORD1094,CUST178,玻璃抛光,19,451,2024-05-07,东北,8569
ORD1070,CUST164,玻璃雕刻,45,183,2024-01-17,华东,8235
ORD1004,CUST189,玻璃打磨,81,733,2024-04-11,华东,59373
ORD1009,CUST124,玻璃抛光,58,875,2024-02-13,西南,50750
ORD1036,CUST169,玻璃雕刻,20,593,2024-05-06,华东,11860
ORD1078,CUST156,玻璃雕刻,70,160,2024-05-02,西南,11200
ORD1051,CUST116,玻璃雕刻,52,122,2024-04-08,东北,6344
ORD1001,CUST186,玻璃雕刻,5,187,2024-03-13,华北,935
ORD1012,CUST165,玻璃抛光,82,818,2024-01-31,华南,67076
ORD1040,CUST141,玻璃抛光,89,858,2024-12-29,华北,76362
ORD1031,CUST169,玻璃切割,91,567,2024-05-26,华南,51597
ORD1071,CUST175,玻璃雕刻,17,768,2024-08-31,华南,13056
ORD1059,CUST104,玻璃打磨,30,370,2024-07-25,华东,11100
ORD1037,CUST173,玻璃雕刻,2,290,2024-09-09,华南,580
ORD1033,CUST186,玻璃雕刻,63,622,2024-10-25,东北,39186
ORD1080,CUST184,玻璃切割,99,558,2024-08-23,东北,55242
ORD1051,CUST133,玻璃雕刻,14,270,2024-08-28,西南,3780
ORD1066,CUST186,玻璃打磨,42,825,2024-04-16,华东,34650
ORD1068,CUST180,玻璃雕刻,50,814,2024-07-26,西南,40700
ORD1022,CUST159,玻璃雕刻,100,583,2024-08-21,华东,58300
ORD1097,CUST186,玻璃打磨,72,390,2024-09-11,华南,28080
ORD1040,CUST184,玻璃抛光,83,456,2024-11-05,华东,37848
ORD1023,CUST149,玻璃抛光,37,503,2024-09-16,华北,18611
ORD1037,CUST195,玻璃雕刻,70,369,2024-12-10,西南,25830
ORD1045,CUST147,玻璃切割,58,923,2024-08-22,东北,53534
ORD1010,CUST183,玻璃切割,35,192,2024-04-23,华南,6720
ORD1065,CUST106,玻璃雕刻,15,455,2024-01-22,东北,6825
ORD1025,CUST162,玻璃抛光,52,850,2024-01-15,西南,44200
ORD1055,CUST191,玻璃打磨,85,681,2024-12-22,华东,57885
ORD1069,CUST120,玻璃抛光,6,803,2024-09-25,华东,4818
ORD1041,CUST124,玻璃抛光,49,195,2024-01-14,西南,9555
ORD1067,CUST176,玻璃雕刻,52,327,2024-11-04,西南,17004
ORD1077,CUST144,玻璃雕刻,29,666,2024-06-17,华南,19314
ORD1042,CUST174,玻璃雕刻,81,938,2024-07-01,华北,75978
ORD1055,CUST188,玻璃打磨,62,519,2024-09-10,华南,32178
ORD1049,CUST118,玻璃切割,89,911,2024-01-18,华南,81079
ORD1016,CUST126,玻璃雕刻,87,396,2024-04-15,西南,34452
ORD1059,CUST155,玻璃打磨,70,507,2024-11-29,华南,35490
ORD1059,CUST180,玻璃切割,94,577,2024-01-04,华南,54238
ORD1066,CUST139,玻璃雕刻,41,343,2024-08-20,华北,14063
ORD1024,CUST135,玻璃雕刻,82,806,2024-06-23,华南,66092
ORD1086,CUST181,玻璃雕刻,97,211,2024-09-02,西南,20467
ORD1056,CUST186,玻璃雕刻,6,290,2024-09-30,东北,1740
ORD1015,CUST120,玻璃切割,33,464,2024-04-18,西南,15312
ORD1060,CUST199,玻璃打磨,10,570,2024-12-13,西南,5700
ORD1084,CUST125,玻璃抛光,26,978,2024-11-01,华南,25428
ORD1016,CUST164,玻璃切割,68,670,2024-03-17,华北,45560
ORD1094,CUST127,玻璃打磨,3,638,2024-12-27,西南,1914
ORD1003,CUST114,玻璃打磨,98,152,2024-11-22,华东,14896
ORD1086,CUST145,玻璃抛光,56,482,2024-02-06,华东,26992
ORD1074,CUST109,玻璃雕刻,61,881,2024-12-13,华东,53741
ORD1099,CUST115,玻璃切割,54,974,2024-06-19,东北,52596
ORD1071,CUST177,玻璃抛光,74,314,2024-10-25,华北,23236
ORD1080,CUST139,玻璃切割,87,990,2024-06-02,西南,86130
ORD1074,CUST132,玻璃切割,67,327,2024-08-08,东北,21909
ORD1039,CUST112,玻璃切割,89,172,2024-05-15,华东,15308
ORD1005,CUST191,玻璃雕刻,86,314,2024-12-31,东北,27004
ORD1098,CUST173,玻璃打磨,6,574,2024-10-26,西南,3444
ORD1013,CUST187,玻璃雕刻,46,307,2024-07-24,华北,14122
ORD1006,CUST192,玻璃雕刻,47,550,2024-12-30,华北,25850
ORD1005,CUST118,玻璃雕刻,93,986,2024-01-01,华东,91698
ORD1078,CUST193,玻璃抛光,47,411,2024-12-25,西南,19317
ORD1050,CUST101,玻璃雕刻,75,475,2024-03-11,东北,35625
ORD1083,CUST148,玻璃抛光,13,575,2024-04-27,华北,7475
ORD1019,CUST126,玻璃雕刻,67,834,2024-03-18,西南,55878
ORD1078,CUST146,玻璃雕刻,19,425,2024-05-26,东北,8075
ORD1065,CUST105,玻璃雕刻,42,765,2024-02-11,华南,32130
ORD1033,CUST191,玻璃打磨,69,447,2024-04-20,华南,30843
ORD1034,CUST102,玻璃切割,12,364,2024-07-04,东北,4368
ORD1064,CUST157,玻璃雕刻,21,154,2024-04-16,华北,3234
ORD1028,CUST175,玻璃打磨,81,184,2024-07-07,华东,14904
ORD1021,CUST161,玻璃雕刻,78,966,2024-09-22,华北,75348
ORD1037,CUST188,玻璃打磨,81,701,2024-07-20,西南,56781
ORD1085,CUST135,玻璃切割,6,567,2024-08-15,西南,3402
ORD1037,CUST145,玻璃雕刻,24,574,2024-07-03,华南,13776
ORD1059,CUST135,玻璃抛光,20,649,2024-12-18,华东,12980
ORD1019,CUST165,玻璃切割,18,983,2024-07-20,西南,17694
ORD1058,CUST165,玻璃雕刻,46,588,2024-04-27,华东,27048
ORD1069,CUST119,玻璃抛光,43,652,2024-07-15,华北,28036
ORD1031,CUST123,玻璃切割,30,687,2024-10-29,西南,20610
ORD1037,CUST192,玻璃雕刻,47,238,2024-08-19,华东,11186
ORD1025,CUST113,玻璃打磨,90,293,2024-11-30,华北,26370
ORD1037,CUST122,玻璃雕刻,8,739,2024-11-20,华南,5912
ORD1037,CUST102,玻璃雕刻,41,824,2024-03-27,东北,33784
ORD1002,CUST185,玻璃雕刻,33,916,2024-10-16,东北,30228
ORD1006,CUST116,玻璃抛光,24,659,2024-06-13,华南,15816
ORD1095,CUST163,玻璃雕刻,38,827,2024-06-15,西南,31426
ORD1095,CUST138,玻璃抛光,83,234,2024-07-13,西南,19422
ORD1081,CUST157,玻璃抛光,47,846,2024-06-04,华南,39762
ORD1025,CUST159,玻璃雕刻,57,927,2024-07-17,东北,52839
ORD1012,CUST101,玻璃雕刻,35,956,2024-07-31,东北,33460
ORD1088,CUST177,玻璃切割,26,151,2024-02-04,西南,3926
ORD1046,CUST184,玻璃雕刻,7,477,2024-07-10,东北,3339
ORD1011,CUST125,玻璃抛光,75,465,2024-09-23,东北,34875
ORD1053,CUST129,玻璃抛光,86,453,2024-04-04,华南,38958
ORD1049,CUST142,玻璃抛光,19,116,2024-05-13,华东,2204
ORD1096,CUST179,玻璃雕刻,91,728,2024-12-27,华北,66248
ORD1099,CUST143,玻璃打磨,9,753,2024-01-17,东北,6777
ORD1078,CUST178,玻璃雕刻,13,311,2024-10-10,东北,4043
ORD1024,CUST115,玻璃抛光,95,740,2024-01-05,华北,70300
ORD1073,CUST148,玻璃抛光,9,561,2024-04-26,华南,5049
ORD1061,CUST162,玻璃切割,18,303,2024-10-30,东北,5454
ORD1046,CUST148,玻璃抛光,38,226,2024-05-07,西南,8588
ORD1004,CUST160,玻璃雕刻,42,322,2024-08-04,西南,13524
ORD1054,CUST123,玻璃切割,47,298,2024-02-01,西南,14006
ORD1055,CUST155,玻璃雕刻,63,409,2024-07-16,东北,25767
ORD1062,CUST126,玻璃打磨,24,966,2024-10-17,华东,23184
ORD1088,CUST194,玻璃打磨,68,447,2024-04-25,华东,30396
ORD1009,CUST194,玻璃抛光,18,325,2024-03-26,华北,5850
ORD1012,CUST191,玻璃雕刻,99,595,2024-05-22,东北,58905
ORD1037,CUST171,玻璃雕刻,85,321,2024-04-25,华东,27285
ORD1024,CUST104,玻璃打磨,36,344,2024-03-10,西南,12384
ORD1058,CUST163,玻璃抛光,63,629,2024-10-09,华北,39627
ORD1095,CUST172,玻璃雕刻,54,784,2024-10-19,西南,42336
ORD1045,CUST150,玻璃抛光,82,301,2024-09-06,东北,24682
ORD1098,CUST100,玻璃雕刻,46,974,2024-09-02,华南,44804
ORD1059,CUST160,玻璃打磨,84,854,2024-11-03,西南,71736
ORD1021,CUST175,玻璃雕刻,27,264,2024-08-05,西南,7128
ORD1025,CUST121,玻璃切割,68,598,2024-12-24,东北,40664
ORD1000,CUST156,玻璃雕刻,41,281,2024-06-01,华北,11521
ORD1034,CUST176,玻璃雕刻,23,987,2024-10-10,华北,22701
ORD1034,CUST151,玻璃雕刻,22,632,2024-02-15,华北,13904
ORD1018,CUST124,玻璃打磨,79,663,2024-06-20,东北,52377
ORD1093,CUST136,玻璃打磨,25,293,2024-09-18,东北,7325
ORD1045,CUST168,玻璃打磨,29,564,2024-12-16,华南,16356
ORD1057,CUST128,玻璃雕刻,59,792,2024-08-18,华北,46728
